OBEC, ULICA, PSC, DPOSTA, OKRES
 Ábelová;;985 13;Ábelová;Lučenec
  Košice;Stropkovská;040 11;Košice 11;Košice I
  Košice;Suchodolinská;040 01;Košice 1;Košice I
  Košice;Sv. Gorazda;040 18;Košice 18-Krásna;Košice I
  Košice;Sv. Ladislava;040 14;Košice 14;Košice I
  Košice;Sv. rodiny;040 22;Košice 22;Košice I
  Košice;Svätoplukova;040 01;Košice 1;Košice I
  Košice;Svetlá;040 17;Košice 17-Barca;Košice I
  Košice;Svetlá pusta;040 17;Košice 17-Barca;Košice I
  Košice;Svidnícka;040 11;Košice 11;Košice I
  Košice;Svornosti;040 01;Košice 1;Košice I
  Košice;Szakayho;040 01;Košice 1;Košice I
  Košice;Šafárikova trieda;040 11;Košice 11;Košice I
  Košice;Šafránová;040 01;Košice 1;Košice I
  Košice;Šamborská;040 01;Košice 1;Košice I
  Košice;Šarišská;040 01;Košice 1;Košice I
  Košice;Šebastovská;040 17;Košice 17-Barca;Košice I
  Košice;Šemšanská;040 15;Košice 15;Košice I
  Košice;Šípková;040 01;Košice 1;Košice I
  Košice;Široká;040 01;Košice 1;Košice I
  Košice;Školská;040 11;Košice 11;Košice I
  Košice;Škovránčia;040 01;Košice 1;Košice I
  Košice;Škultétyho;040 01;Košice 1;Košice I
  Košice;Šoltésovej;040 01;Košice 1;Košice I
  Košice;Športová;040 01;Košice 1;Košice I
  Košice;Šrobárova;040 01;Košice 1;Košice I
  Košice;Štefánikova;040 01;Košice 1;Košice I
  Košice;Štiavnická;040 11;Košice 11;Košice I
  Košice;Štítová;040 01;Košice 1;Košice I
  Košice;Štrbská;040 01;Košice 1;Košice I
  Košice;Štrková;040 18;Košice 18-Krásna;Košice I
  Košice;Študentská;040 01;Košice 1;Košice I
  Košice;Štúrova;040 01;Košice 1;Košice I
  Košice;Šuhajová;040 18;Košice 18-Krásna;Košice I
  Košice;Táborská;040 01;Košice 1;Košice I
  Košice;Ťahanovská;040 13;Košice 13;Košice I
  Košice;Ťahanovské riadky;040 01;Košice 1;Košice I
  Košice;Tajovského;040 01;Košice 1;Košice I
  Košice;Talinská;040 12;Košice 12;Košice I
  Košice;Tatarkova;040 18;Košice 18-Krásna;Košice I
  Košice;Tatranská;040 01;Košice 1;Košice I
  Košice;Teplárenská;040 12;Košice 12;Košice I
  Košice;Teplého;040 17;Košice 17-Barca;Košice I
  Košice;Terchovská;040 01;Košice 1;Košice I
  Košice;Teslova;040 12;Košice 12;Košice I
  Košice;Tešedikova;040 17;Košice 17-Barca;Košice I
  Košice;Textilná;040 12;Košice 12;Košice I
  Košice;Thurzova;040 01;Košice 1;Košice I
  Košice;Tigria;040 01;Košice 1;Košice I
  Košice;Tichá;040 01;Košice 1;Košice I
  Košice;Timonova;040 01;Košice 1;Košice I
  Košice;Timravy;040 17;Košice 17-Barca;Košice I
  Košice;Titogradská;040 23;Košice 23;Košice I
  Košice;Tokajícka;040 22;Košice 22;Košice I
  Košice;Tolstého;040 01;Košice 1;Košice I
  Košice;Tomašíkova;040 01;Košice 1;Košice I
  Košice;Topásová;040 11;Košice 11;Košice I
  Košice;Topoľová;040 01;Košice 1;Košice I
  Košice;Toryská;040 11;Košice 11;Košice I
  Košice;Toryská;040 18;Košice 18-Krásna;Košice I
  Košice;Továrenská;040 01;Košice 1;Košice I
  Košice;Tranovského;040 01;Košice 1;Košice I
  Košice;Traťová;040 18;Košice 18-Krásna;Košice I
  Košice;Trebišovská;040 11;Košice 11;Košice I
  Košice;Trenčianska;040 01;Košice 1;Košice I
  Košice;Tri hôrky;040 11;Košice 11;Košice I
  Košice;Tr. gen. Svobodu;040 22;Košice 22;Košice I
  Košice;Tr. Koš. vlád. progr;040 23;Košice 23;Košice I
  Košice;Tr. SNP;040 11;Košice 11;Košice I
  Košice;Trnavská;040 11;Košice 11;Košice I
  Košice;Trnkova;040 14;Košice 14;Košice I
  Košice;Tŕňová;040 01;Košice 1;Košice I
  Košice;Trolejbusová;040 01;Košice 1;Košice I
  Košice;Turgenevova;040 01;Košice 1;Košice I
  Košice;Turistická;040 01;Košice 1;Košice I
  Košice;Turnianska;040 17;Košice 17-Barca;Košice I
  Košice;Tyršovo nábr.;040 01;Košice 1;Košice I
  Košice;Uherova;040 11;Košice 11;Košice I
  Košice;Ukrajinská;040 18;Košice 18-Krásna;Košice I
  Košice;Ungárova;040 11;Košice 11;Košice I
  Košice;Univerzitná;040 01;Košice 1;Košice I
  Košice;Uralská;040 12;Košice 12;Košice I
  Košice;Urbánkova;040 01;Košice 1;Košice I
  Košice;Urbárska;040 18;Košice 18-Krásna;Košice I
  Košice;Uršulinská;040 01;Košice 1;Košice I
  Košice;Úzka;040 01;Košice 1;Košice I
  Košice;Užhorodská;040 11;Košice 11;Košice I
  Košice;V úvoze;040 01;Košice 1;Košice I
  Košice;Vajanského;040 01;Košice 1;Košice I
  Košice;Varšavská;040 13;Košice 13;Košice I
  Košice;Važecká;040 12;Košice 12;Košice I
  Košice;Včelárska paseka;040 01;Košice 1;Košice I
  Košice;Vencová;040 01;Košice 1;Košice I
  Košice;Veterná;040 01;Košice 1;Košice I
  Košice;Viedenská;040 13;Košice 13;Košice I
  Košice;Vihorlatská;040 01;Košice 1;Košice I
  Košice;Viničná;040 01;Košice 1;Košice I
  Košice;Višňová;040 01;Košice 1;Košice I
  Košice;Vnútorný červ. breh;040 01;Košice 1;Košice I
  Košice;Vo výmoli;040 01;Košice 1;Košice I
  Košice;Vodárenská;040 01;Košice 1;Košice I
  Košice;Vodná;040 01;Košice 1;Košice I
  Košice;Vojenská;040 01;Košice 1;Košice I
  Košice;Vojvodská;040 01;Košice 1;Košice I
  Košice;Vonkajší červ. breh;040 01;Košice 1;Košice I
  Košice;Vozárova;040 17;Košice 17-Barca;Košice I
  Košice;Vrabčia;040 01;Košice 1;Košice I
  Košice;Vranovská;040 11;Košice 11;Košice I
  Košice;Vrátna;040 01;Košice 1;Košice I
  Košice;Vŕbová;040 01;Košice 1;Košice I
  Košice;Vyhoňská;040 01;Košice 1;Košice I
  Košice;Vysokoškolská;040 01;Košice 1;Košice I
  Košice;Výstavby;040 11;Košice 11;Košice I
  Košice;Vyšná;040 01;Košice 1;Košice I
  Košice;Vyšná úvrať;040 01;Košice 1;Košice I
  Košice;Vyšná úvrať;040 14;Košice 14;Košice I
  Košice;Vyšný dvor;040 18;Košice 18-Krásna;Košice I
  Košice;Watsonova;040 01;Košice 1;Košice I
  Košice;Werferova;040 11;Košice 11;Košice I
  Košice;Wuppertálska;040 23;Košice 23;Košice I
  Košice;Wurmova;040 23;Košice 23;Košice I
  Košice;Za amfiteátrom;040 01;Košice 1;Košice I
  Košice;Za dolným mlynom;040 16;Košice 16;Košice I
  Košice;Za kostolom;040 18;Košice 18-Krásna;Košice I
  Košice;Za mostom;040 18;Košice 18-Krásna;Košice I
  Košice;Za priekopou;040 16;Košice 16;Košice I
  Košice;Za školou;040 17;Košice 17-Barca;Košice I
  Košice;Za štadiónom;040 01;Košice 1;Košice I
  Košice;Záborského;040 01;Košice 1;Košice I
  Košice;Zádielska;040 01;Košice 1;Košice I
  Košice;Záhradkárska;040 18;Košice 18-Krásna;Košice I
  Košice;Záhradná;040 01;Košice 1;Košice I
  Košice;Záhumnie;040 18;Košice 18-Krásna;Košice I
  Košice;Zajačia;040 01;Košice 1;Košice I
  Košice;Zámočnícka;040 01;Košice 1;Košice I
  Košice;Zborovianova;040 17;Košice 17-Barca;Košice I
  Košice;Zborovská;040 01;Košice 1;Košice I
  Košice;Zbrojničná;040 01;Košice 1;Košice I
  Košice;Zelená;040 18;Košice 18-Krásna;Košice I
  Košice;Zeleninárska;040 12;Košice 12;Košice I
  Košice;Zemianska;040 17;Košice 17-Barca;Košice I
  Košice;Zemplínska;040 01;Košice 1;Košice I
  Košice;Zimná;040 01;Košice 1;Košice I
  Košice;Zinková;040 17;Košice 17-Barca;Košice I
  Košice;Zlatá;040 01;Košice 1;Košice I
  Košice;Zoborská;040 01;Košice 1;Košice I
  Košice;Zombova;040 23;Košice 23;Košice I
  Košice;Zupkova;040 22;Košice 22;Košice I
  Košice;Zuzkin park;040 11;Košice 11;Košice I
  Košice;Zvolenská;040 01;Košice 1;Košice I
  Košice;Zvonárska;040 01;Košice 1;Košice I
  Košice;Zvončeková;040 11;Košice 11;Košice I
  Košice;Žatevná;040 01;Košice 1;Košice I
  Košice;Ždiarska;040 12;Košice 12;Košice I
  Košice;Železiarenská;040 15;Košice 15;Košice I
  Košice;Železničná;040 01;Košice 1;Košice I
  Košice;Želiarska;040 13;Košice 13;Košice I
  Košice;Žiacka;040 18;Košice 18-Krásna;Košice I
  Košice;Žilinská;040 11;Košice 11;Košice I
  Košice;Žitná;040 01;Košice 1;Košice I
  Košice;Žižkova;040 01;Košice 1;Košice I
  Košice;Žľaby;040 01;Košice 1;Košice I
  Košice;Žriedlová;040 01;Košice 1;Košice I
  Barca;;040 17;Košice 17-Barca;Košice IV
  Kavečany;;040 01;Košice 1;Košice I
  Košická Nová Ves;;040 14;Košice 14;Košice III
  Krásna;;040 18;Košice 18-Krásna;Košice IV
  Lorinčík;;040 11;Košice 11;Košice II
  Myslava;;040 16;Košice 16;Košice II
  Pereš;;040 11;Košice 11;Košice II
  Poľov;;040 15;Košice 15;Košice II
  Staré Mesto;;040 01;Košice 1;Košice I
  Šaca;;040 15;Košice 15;Košice II
  Šebastovce;;040 17;Košice 17-Barca;Košice IV
  Ťahanovce;;040 13;Košice 13;Košice I
  Vyšné Opátske;;040 01;Košice 1;Košice IV
  Západ;;040 11;Košice 11;Košice II
  Železiarne;;044 54;Košice-Železiarne;Košice II
  Košická Belá;;044 65;Košická Belá;Košice-okolie
  Košická Polianka;;044 41;Sady nad Torysou;Košice-okolie
  Košické Oľšany;;044 42;Rozhanovce;Košice-okolie
  Košický Klečenov;;044 45;Bidovce;Košice-okolie
  Košťany;;044 13;Valaliky;Košice-okolie
  Kováčová;;049 42;Drnava;Rožňava
  Kožuchov;;076 01;Zemplínske Hradište;Trebišov
  Kráľovce;;044 44;Kráľovce pri Košiciach;Košice-okolie
  Kráľovský Chlmec;;077 01;Kráľovský Chlmec 1;Trebišov
  Krásnohor. Dlhá Lúka;;049 45;Krásnohorská Dlhá Lúka;Rožňava
  Krásnohor. Podhradie;;049 41;Krásnohorské Podhradie;Rožňava
  Krásnovce;;072 01;Pozdišovce;Michalovce
  Kravany;;076 61;Bačkov;Trebišov
  Krčava;;072 51;Krčava;Sobrance
  Kristy;;072 55;Porostov;Sobrance
  Krišovská Liesková;;079 01;Veľké Kapušany;Michalovce
  Krivošťany;;072 22;Strážske;Michalovce
  Krížany;;079 01;Veľké Kapušany;Michalovce
  Krompachy;;053 42;Krompachy;Spišská Nová Ves
  Kružná;;049 51;Brzotín;Rožňava
  Kucany;;076 75;Oborín;Michalovce
  Kunova Teplica;;049 32;Štítnik;Rožňava
  Kusín;;072 32;Jovsa;Michalovce
  Kuzmice;;076 12;Kuzmice;Trebišov
  Kysak;;044 81;Kysak;Košice-okolie
  Kysta;;076 02;Novosad;Trebišov
  Ladmovce;;076 34;Ladmovce;Trebišov
  Lastomír;;072 37;Lastomír;Michalovce
  Lastovce;;076 14;Michaľany pri Trebišove;Trebišov
  Laškovce;;072 01;Pozdišovce;Michalovce
  Lekárovce;;072 54;Lekárovce;Sobrance
  Leles;;076 84;Leles;Trebišov
  Lesné;;071 01;Michalovce 1;Michalovce
  Letanovce;;053 13;Letanovce;Spišská Nová Ves
  Liesková;;079 01;Veľké Kapušany;Michalovce
  Lieskovany;;053 21;Markušovce;Spišská Nová Ves
  Lipovník;;049 42;Drnava;Rožňava
  Ložín;;072 05;Bracovce;Michalovce
  Lúčka;;049 42;Drnava;Rožňava
  Lučkovce;;072 03;Rakovec nad Ondavou;Michalovce
  Lúčky;;072 34;Zalužice;Michalovce
  Ľudvikov dvor;;040 15;Košice 15;Košice-okolie
  Luhyňa;;076 14;Michaľany pri Trebišove;Trebišov
  Malá Bara;;076 32;Borša;Trebišov
  Malá Ida;;044 20;Malá Ida;Košice-okolie
  Malá Lodina;;044 32;Veľká Lodina;Košice-okolie
  Malá Tŕňa;;076 82;Veľká Tŕňa;Trebišov
  Malá Vieska;;044 31;Družstevná pri Hornáde;Košice-okolie
  Malčice;;072 06;Malčice;Michalovce
  Malé Ozorovce;;078 01;Sečovce;Trebišov
  Malé Raškovce;;072 17;Zemplínske Kopčany;Michalovce
  Malé Trakany;;076 42;Veľké Trakany;Trebišov
  Malé Zalužice;;072 34;Zalužice;Michalovce
  Malý Horeš;;076 52;Veľký Horeš;Trebišov
  Malý Kamenec;;076 36;Veľký Kamenec;Trebišov
  Malý Ruskov;;075 01;Trebišov 1;Trebišov
  Margecany;;055 01;Margecany;Gelnica
  Markovce;;072 06;Malčice;Michalovce
  Markuška;;049 34;Markuška;Rožňava
  Markušovce;;053 21;Markušovce;Spišská Nová Ves
  Matejovce;;053 21;Markušovce;Spišská Nová Ves
  Maťovské Vojkovce;;079 01;Veľké Kapušany;Michalovce
  Meďov;;071 01;Michalovce 1;Michalovce
  Medzev;;044 25;Medzev;Košice-okolie
  Meliata;;049 12;Gemerská Hôrka;Rožňava
  Michaľany;;076 14;Michaľany pri Trebišove;Trebišov
  Michalovce;;071 01;Michalovce 1;Michalovce
  Milhosť;;044 58;Seňa;Košice-okolie
  Milhostov;;075 01;Trebišov 1;Trebišov
  Milovaná;;071 01;Michalovce 1;Michalovce
  Mlynky;;053 76;Mlynky;Spišská Nová Ves
  Mníšek nad Hnilcom;;055 64;Mníšek nad Hnilcom;Gelnica
  Močarany;;071 01;Michalovce 1;Michalovce
  Močidlá;;072 51;Krčava;Sobrance
  Mokrance;;045 01;Moldava nad Bodvou;Košice-okolie
  Moldava nad Bodvou;;045 01;Moldava nad Bodvou;Košice-okolie
  Moravany;;072 03;Rakovec nad Ondavou;Michalovce
  Mudrovce;;044 47;Kecerovce;Košice-okolie
  Nacina Ves;;072 21;Nacina Ves;Michalovce
  Nadabula;;048 01;Rožňava 1;Rožňava
  Nálepkovo;;053 33;Nálepkovo;Gelnica
  Nižná Hutka;;040 18;Košice 18-Krásna;Košice-okolie
  Nižná Kamenica;;044 45;Bidovce;Košice-okolie
  Nižná Myšľa;;044 15;Nižná Myšľa;Košice-okolie
  Nižná Rybnica;;073 01;Sobrance;Sobrance
  Nižná Slaná;;049 23;Nižná Slaná;Rožňava
  Nižné Nemecké;;072 52;Jenkovce;Sobrance
  Nižnoslanská Baňa;;049 23;Nižná Slaná;Rožňava
  Nižný Čaj;;044 16;Bohdanovce pri Košiciach;Košice-okolie
  Nižný Klátov;;044 12;Nižný Klátov;Košice-okolie
  Nižný Lánec;;044 73;Buzica;Košice-okolie
  Nižný Medzev;;044 25;Medzev;Košice-okolie
  Nižný Žipov;;076 17;Nižný Žipov;Trebišov
  Nová Polhora;;044 44;Kráľovce pri Košiciach;Košice-okolie
  N.Vieska pri Bodrogu;;076 35;Somotor;Trebišov
  Nováčany;;044 21;Šemša;Košice-okolie
  Novosad;;076 02;Novosad;Trebišov
  Novoveská Huta;;053 31;Novoveská Huta;Spišská Nová Ves
  Nový Majer;;075 01;Trebišov 1;Trebišov
  Nový Ruskov;;075 01;Trebišov 1;Trebišov
  Nový Salaš;;044 17;Slanec;Košice-okolie
  Obišovce;;044 81;Kysak;Košice-okolie
  Oborín;;076 75;Oborín;Michalovce
  Odorín;;053 22;Odorín;Spišská Nová Ves
  Ochtiná;;049 35;Ochtiná;Rožňava
  Olcnava;;053 61;Spišské Vlachy;Spišská Nová Ves
  Oľšavka;;053 61;Spišské Vlachy;Spišská Nová Ves
  Olšina;;075 01;Trebišov 1;Trebišov
  Olšovany;;044 19;Ruskov;Košice-okolie
  Onča;;076 52;Veľký Horeš;Trebišov
  Opátka;;044 65;Košická Belá;Košice-okolie
  Opiná;;044 47;Kecerovce;Košice-okolie
  Orechová;;072 51;Krčava;Sobrance
  Oreské;;072 23;Staré;Michalovce
  Ortáše;;044 44;Kráľovce pri Košiciach;Košice-okolie
  Ortov;;072 14;Pavlovce nad Uhom;Michalovce
  Ostrov;;072 55;Porostov;Sobrance
  Pača;;049 41;Krásnohorské Podhradie;Rožňava
  Palcmanská Maša;;053 76;Mlynky;Spišská Nová Ves
  Palín;;072 13;Palín;Michalovce
  Paňovce;;044 71;Čečejovce;Košice-okolie
  Parchovany;;076 62;Parchovany;Trebišov
  Pašková;;049 32;Štítnik;Rožňava
  Pavlovce nad Uhom;;072 14;Pavlovce nad Uhom;Michalovce
  Pavlovo;;076 35;Somotor;Trebišov
  Peder;;044 05;Janík;Košice-okolie
  Perín;;044 74;Perín-Chym;Košice-okolie
  Perín - Chym;;044 74;Perín-Chym;Košice-okolie
  Petrikovce;;072 06;Malčice;Michalovce
  Petrovce;;072 62;Koromľa;Sobrance
  Petrovce n/Laborcom;;072 21;Nacina Ves;Michalovce
  Petrovo;;049 35;Ochtiná;Rožňava
  Piesky;;072 04;Trhovište;Michalovce
  Pinkovce;;072 54;Lekárovce;Sobrance
  Pláne;;072 22;Strážske;Michalovce
  Plechotice;;075 01;Trebišov 1;Trebišov
  Plešivec;;049 11;Plešivec;Rožňava
  Ploské;;044 44;Kráľovce pri Košiciach;Košice-okolie
  Podhoroď;;072 64;Podhoroď;Sobrance
  Poľany;;076 84;Leles;Trebišov
  Poproč;;044 24;Poproč;Košice-okolie
  Poráč;;053 23;Rudňany;Spišská Nová Ves
  Porostov;;072 55;Porostov;Sobrance
  Poruba p/Vihorlatom;;072 32;Jovsa;Michalovce
  Porúbka;;072 61;Porúbka pri Sobranciach;Sobrance
  Pozdišovce;;072 01;Pozdišovce;Michalovce
  Prakovce;;055 62;Prakovce;Gelnica
  Pribeník;;076 51;Pribeník;Trebišov
  Priekopa;;072 61;Porúbka pri Sobranciach;Sobrance
  Prostredný Hámor;;053 76;Mlynky;Spišská Nová Ves
  Ptrukša;;076 77;Ruská;Michalovce
  Pusté Čemerné;;072 22;Strážske;Michalovce
  Rad;;076 37;Rad;Trebišov
  Rákoš;;044 16;Bohdanovce pri Košiciach;Košice-okolie
  Rakovec;;053 76;Mlynky;Spišská Nová Ves
  Rakovec nad Ondavou;;072 03;Rakovec nad Ondavou;Michalovce
  Rakovnica;;049 31;Rožňavské Bystré;Rožňava
  Rankovce;;044 45;Bidovce;Košice-okolie
  Ráztoky;;053 32;Hnilčík;Spišská Nová Ves
  Rejdová;;049 26;Rejdová;Rožňava
  Remetské Hámre;;072 41;Remetské Hámre;Sobrance
  Rešica;;044 73;Buzica;Košice-okolie
  Ridzina;;072 16;Hatalov;Michalovce
  Richnava;;053 51;Kluknava;Gelnica
  Rochovce;;049 36;Slavošovce;Rožňava
  Roštár;;049 35;Ochtiná;Rožňava
  Rozhanovce;;044 42;Rozhanovce;Košice-okolie
  Rozložná;;049 32;Štítnik;Rožňava
  Rožňava;;048 01;Rožňava 1;Rožňava
  Rožňavská Baňa;;048 01;Rožňava 1;Rožňava
  Rožňavské Bystré;;049 31;Rožňavské Bystré;Rožňava
  Rudná;;048 01;Rožňava 1;Rožňava
  Rudňany;;053 23;Rudňany;Spišská Nová Ves
  Rudník;;044 23;Jasov;Košice-okolie
  Ruská;;076 77;Ruská;Michalovce
  Ruská Bystrá;;072 64;Podhoroď;Sobrance
  Ruskov;;044 19;Ruskov;Košice-okolie
  Ruskovce;;072 42;Úbrež;Sobrance
  Ruský Hrabovec;;072 64;Podhoroď;Sobrance
  Sady nad Torysou;;044 41;Sady nad Torysou;Košice-okolie
  Sečovce;;078 01;Sečovce;Trebišov
  Sejkov;;072 51;Krčava;Sobrance
  Seleška;;044 71;Čečejovce;Košice-okolie
  Seňa;;044 58;Seňa;Košice-okolie
  Senné;;072 13;Palín;Michalovce
  Silica;;049 52;Silica;Rožňava
  Silická Brezová;;049 11;Plešivec;Rožňava
  Silická Jablonica;;049 43;Jablonov nad Turňou;Rožňava
  Sirník;;076 03;Hraň;Trebišov
  Skároš;;044 11;Ždaňa;Košice-okolie
  Slančík;;044 17;Slanec;Košice-okolie
  Slanec;;044 17;Slanec;Košice-okolie
  Slanská Huta;;044 17;Slanec;Košice-okolie
  Slanské Nové Mesto;;044 18;Kalša;Košice-okolie
  Slatvina;;053 61;Spišské Vlachy;Spišská Nová Ves
  Slavec;;049 11;Plešivec;Rožňava
  Slavkovce;;072 17;Zemplínske Kopčany;Michalovce
  Slavoška;;049 34;Markuška;Rožňava
  Slavošovce;;049 36;Slavošovce;Rožňava
  Sliepkovce;;072 37;Lastomír;Michalovce
  Slivník;;076 12;Kuzmice;Trebišov
  Slovenské Nové Mesto;;076 33;Slovenské Nové Mesto;Trebišov
  Slovinky;;053 40;Slovinky;Spišská Nová Ves
  Smižany;;053 11;Smižany;Spišská Nová Ves
  Smolnícka Huta;;055 65;Smolnícka Huta;Gelnica
  Smolník;;055 66;Smolník;Gelnica
  Sobrance;;073 01;Sobrance;Sobrance
  Sobranecké Kúpele;;073 01;Sobrance;Sobrance
  Sokoľ;;044 31;Družstevná pri Hornáde;Košice-okolie
  Sokoľany;;044 57;Haniska;Košice-okolie
  Soľnička;;076 53;Boľ;Trebišov
  Somotor;;076 35;Somotor;Trebišov
  Spišská Nová Ves;A. Mickiewicza;052 01;Spišská Nová Ves 1;Spišská Nová Ves
  Spišská Nová Ves;Agátová;052 01;Spišská Nová Ves 1;Spišská Nová Ves
  Spišská Nová Ves;Astrová;052 01;Spišská Nová Ves 1;Spišská Nová Ves
  Spišská Nová Ves;B. Němcovej;052 01;Spišská Nová Ves 1;Spišská Nová Ves
  Spišská Nová Ves;Banícka;052 01;Spišská Nová Ves 1;Spišská Nová Ves
  Spišská Nová Ves;Bernoláková;052 01;Spišská Nová Ves 1;Spišská Nová Ves
  Spišská Nová Ves;Bezručova;052 05;Spišská Nová Ves 5;Spišská Nová Ves
  Spišská Nová Ves;Borodáčova;052 01;Spišská Nová Ves 1;Spišská Nová Ves
  Spišská Nová Ves;Borovského;052 01;Spišská Nová Ves 1;Spišská Nová Ves
  Spišská Nová Ves;Brezová;052 01;Spišská Nová Ves 1;Spišská Nová Ves
  Spišská Nová Ves;Brusník;052 01;Spišská Nová Ves 1;Spišská Nová Ves
  Spišská Nová Ves;Čergovská;052 01;Spišská Nová Ves 1;Spišská Nová Ves
  Spišská Nová Ves;Česká;052 01;Spišská Nová Ves 1;Spišská Nová Ves
